node_id,lat,lon,type,type_num
5453b63355474a33623172fb,1.994348,48.377358,road,1
5453b63355474a33623172fc,2.288164,48.980824,road,1
5453b63355474a33623172fd,1.978298,48.37714,road,1
5453b63355474a33623172fe,2.773369,49.018676,road,1
5453b63355474a33623172ff,1.992802,48.308427,road,1
5453b63355474a3362317300,1.909384,49.013999,road,1
5453b63355474a3362317301,1.636092,49.011155,road,1
5453b63355474a3362317302,3.396391,49.017966,road,1
5453b63355474a3362317303,1.563382,48.287107,road,1
5453b63355474a3362317304,2.101381,48.703633,road,1
5453b63355474a3362317305,3.546937,48.287308,road,1
5453b63355474a3362317306,2.401418,48.294229,road,1
5453b63355474a3362317307,2.475978,48.287511,road,1
5453b63355474a3362317308,3.243063,48.280099,road,1
5453b63355474a3362317309,3.712458,48.28645,road,1
5453b63355474a336231730a,1.617804,48.272309,road,1
5453b63355474a336231730b,2.526171,48.978304,road,1
5453b63355474a336231730c,1.496083,48.969766,road,1
5453b63355474a336231730d,2.29389,48.51546,road,1
5453b63355474a336231730e,1.536067,48.369654,road,1
5453b63355474a336231730f,2.124701,48.514281,road,1
5453b63355474a3362317310,2.664748,48.626681,road,1
5453b63355474a3362317311,3.626188,48.376997,road,1
5453b63355474a3362317313,2.574257,48.626185,road,1
5453b63355474a3362317314,2.39106,48.625547,road,1
5453b63355474a3362317315,2.354171,48.625173,road,1
5453b63355474a3362317317,2.515321,48.992711,road,1
5453b63355474a3362317318,2.063807,49.032352,road,1
5453b63355474a3362317319,2.795935,49.035711,road,1
5453b63355474a336231731a,2.108878,49.032763,road,1
5453b63355474a336231731b,2.34624,49.034254,road,1
5453b63355474a336231731c,2.011645,48.312617,road,1
5453b63355474a336231731d,1.978868,48.787877,road,1
5453b63355474a336231731e,3.123023,49.106607,road,1
5453b63355474a336231731f,2.366493,49.105028,road,1
5453b63355474a3362317320,1.447196,49.096716,road,1
5453b63355474a3362317322,2.392368,48.705335,road,1
5453b63355474a3362317323,3.443887,49.105936,road,1
5453b63355474a3362317324,1.794828,49.091427,road,1
5453b63355474a3362317325,2.59241,49.105961,road,1
5453b63355474a3362317326,2.999721,48.281959,road,1
5453b63355474a3362317327,2.265439,48.917013,road,1
5453b63355474a3362317328,2.308609,48.917274,road,1
5453b63355474a3362317329,2.478233,48.918111,road,1
5453b63355474a336231732b,2.307448,48.91729,road,1
5453b63355474a336231732c,1.830329,48.531685,road,1
5453b63355474a336231732d,2.652465,48.918684,road,1
5453b63355474a336231732e,1.654008,48.529868,road,1
5453b63355474a336231732f,2.484988,48.872284,road,1
5453b63355474a3362317331,2.511507,48.99632,road,1
5453b63355474a3362317332,3.479119,49.214095,road,1
5453b63355474a3362317334,3.259597,49.261574,road,1
5453b63355474a3362317336,1.917761,49.256963,road,1
5453b63355474a3362317337,2.321962,48.932756,road,1
5453b63355474a3362317338,2.455558,48.933478,road,1
5453b63355474a3362317339,2.274363,48.871202,road,1
5453b63355474a336231733a,2.355624,48.92876,road,1
5453b63355474a336231733b,2.479764,48.929349,road,1
5453b63355474a336231733c,2.223594,48.927991,road,1
5453b63355474a336231733d,2.561622,49.203493,road,1
5453b63355474a336231733e,2.325568,48.930523,road,1
5453b63355474a336231733f,1.76527,48.40211,road,1
5453b63355474a3362317340,2.038921,48.930721,road,1
5453b63355474a3362317341,2.562985,49.203561,road,1
5453b63355474a3362317342,2.333532,48.928517,road,1
5453b63355474a3362317343,3.511942,48.407401,road,1
5453b63355474a3362317344,2.780806,49.214825,road,1
5453b63355474a3362317345,1.998672,48.938297,road,1
5453b63355474a3362317346,2.392477,48.826676,road,1
5453b63355474a3362317347,1.571796,48.819641,road,1
5453b63355474a3362317348,2.293237,48.940346,road,1
5453b63355474a3362317349,3.004837,49.260864,road,1
5453b63355474a336231734a,2.475286,49.25975,road,1
5453b63355474a336231734b,2.428188,48.640285,road,1
5453b63355474a336231734d,2.279919,48.95613,road,1
5453b63355474a336231734e,2.812928,48.958214,road,1
5453b63355474a336231734f,3.025991,48.958469,road,1
5453b63355474a3362317350,2.887351,48.958424,road,1
5453b63355474a3362317351,2.382949,48.956903,road,1
5453b63355474a3362317352,2.433708,48.609804,road,1
5453b63355474a3362317353,2.441298,48.609818,road,1
5453b63355474a3362317354,2.477503,48.609775,road,1
5453b63355474a3362317355,2.496768,48.931306,road,1
5453b63355474a3362317356,3.395616,48.895891,road,1
5453b63355474a3362317357,3.10461,49.168872,road,1
5453b63355474a3362317358,1.764768,49.216148,road,1
5453b63355474a3362317359,2.621072,49.21344,road,1
5453b63355474a336231735a,1.660146,49.214932,road,1
5453b63355474a336231735b,1.844928,49.216916,road,1
5453b63355474a336231735c,2.414916,48.86635,road,1
5453b63355474a336231735d,2.141698,48.250785,road,1
5453b63355474a336231735e,3.719054,48.251475,road,1
5453b63355474a336231735f,1.712717,48.433609,road,1
5453b63355474a3362317360,3.395942,49.077605,road,1
5453b63355474a3362317361,1.463542,48.430806,road,1
5453b63355474a3362317362,3.560743,48.43942,road,1
5453b63355474a3362317363,2.528855,49.077343,road,1
5453b63355474a3362317364,3.607314,49.076984,road,1
5453b63355474a3362317365,1.920036,48.4357,road,1
5453b63355474a3362317366,1.476798,48.430833,road,1
5453b63355474a3362317367,2.358147,49.076651,road,1
5453b63355474a3362317368,3.265662,48.594393,road,1
5453b63355474a3362317369,2.020844,48.860101,road,1
5453b63355474a336231736a,2.293219,48.861993,road,1
5453b63355474a336231736b,3.15824,48.864034,road,1
5453b63355474a336231736c,2.221433,48.787379,road,1
5453b63355474a336231736d,1.825038,48.85828,road,1
5453b63355474a336231736e,2.139232,48.860971,road,1
5453b63355474a336231736f,2.373617,48.422209,road,1
5453b63355474a3362317371,1.805144,48.417949,road,1
5453b63355474a3362317372,2.40668,48.877128,metro,3
5453b63355474a3362317373,2.349534,48.883759,metro,3
5453b63355474a3362317374,3.633049,49.040048,road,1
5453b63355474a3362317375,2.367746,48.772422,road,1
5453b63355474a3362317376,2.147352,48.770926,road,1
5453b63355474a3362317377,2.043705,48.834658,road,1
5453b63355474a3362317378,2.325636,48.817526,road,1
5453b63355474a3362317379,1.504821,48.675048,road,1
5453b63355474a336231737a,2.528857,48.460398,road,1
5453b63355474a336231737b,3.051308,48.461281,road,1
5453b63355474a336231737c,1.644263,48.676801,road,1
5453b63355474a336231737d,1.486361,48.45157,road,1
5453b63355474a336231737e,2.532696,48.683593,road,1
5453b63355474a336231737f,1.784923,48.678236,road,1
5453b63355474a3362317380,2.081972,48.727245,road,1
5453b63355474a3362317381,2.275779,48.99507,road,1
5453b63355474a3362317382,1.916599,48.764051,road,1
5453b63355474a3362317383,2.230689,48.766536,road,1
5453b63355474a3362317384,2.77588,48.768835,road,1
5453b63355474a3362317385,1.702787,48.559016,road,1
5453b63355474a3362317386,2.229193,48.766581,road,1
5453b63355474a3362317387,2.459488,48.344408,road,1
5453b63355474a3362317388,1.747711,48.33907,road,1
5453b63355474a3362317389,2.565039,48.345004,road,1
5453b63355474a336231738a,1.532312,48.759924,road,1
5453b63355474a336231738b,3.57883,48.416378,road,1
5453b63355474a336231738c,2.37557,48.416138,road,1
5453b63355474a336231738d,3.281763,48.417321,road,1
5453b63355474a336231738e,3.443402,48.416755,road,1
5453b63355474a336231738f,2.437008,48.55716,road,1
5453b63355474a3362317390,2.20929,48.555878,road,1
5453b63355474a3362317391,3.30318,48.558151,road,1
5453b63355474a3362317392,2.490281,48.557315,road,1
5453b63355474a3362317393,3.670919,48.556578,road,1
5453b63355474a3362317394,2.489725,48.861261,road,1
5453b63355474a3362317395,1.630727,49.181898,road,1
5453b63355474a3362317397,1.469385,48.233292,road,1
5453b63355474a3362317398,1.575421,48.234617,road,1
5453b63355474a3362317399,1.938104,48.278889,road,1
5453b63355474a336231739a,2.445312,48.59396,road,1
5453b63355474a336231739b,2.474793,48.886512,road,1
5453b63355474a336231739c,1.76439,48.881293,road,1
5453b63355474a336231739d,2.226047,48.885109,road,1
5453b63355474a336231739e,3.672554,49.150829,road,1
5453b63355474a336231739f,2.58532,48.886901,road,1
5453b63355474a33623173a0,3.212469,49.152677,road,1
5453b63355474a33623173a2,2.316793,48.885647,road,1
5453b63355474a33623173a3,2.355335,48.860603,road,1
5453b63355474a33623173a4,2.570668,49.152207,road,1
5453b63455474a33623173a5,2.111352,49.139982,road,1
5453b63455474a33623173a6,3.670251,49.141387,road,1
5453b63455474a33623173a7,3.734468,49.141076,road,1
5453b63455474a33623173a8,2.2838,49.14106,road,1
5453b63455474a33623173a9,2.239409,49.140778,road,1
5453b63455474a33623173aa,2.804592,48.277816,road,1
5453b63455474a33623173ab,2.837585,48.654643,road,1
5453b63455474a33623173ac,2.327975,49.06241,road,1
5453b63455474a33623173ad,2.358538,48.927053,road,1
5453b63455474a33623173ae,2.436916,48.912847,road,1
5453b63455474a33623173af,2.352242,48.926988,road,1
5453b63455474a33623173b0,1.851333,48.908623,road,1
5453b63455474a33623173b1,2.435822,48.912784,road,1
5453b63455474a33623173b2,2.036885,48.910236,road,1
5453b63455474a33623173b3,3.102551,48.638105,road,1
5453b63455474a33623173b5,2.77065,48.637794,road,1
5453b63455474a33623173b6,2.285753,48.882004,road,1
5453b63455474a33623173b7,2.857258,48.88404,road,1
5453b63455474a33623173b8,2.855091,48.884065,road,1
5453b63455474a33623173b9,2.151092,48.881174,road,1
5453b63455474a33623173ba,2.491627,48.883095,road,1
5453b63455474a33623173bb,2.371019,48.869945,road,1
5453b63455474a33623173bc,1.445482,48.750909,road,1
5453b63455474a33623173bd,1.663975,48.483205,road,1
5453b63455474a33623173be,3.425396,48.489997,road,1
5453b63455474a33623173bf,2.344228,48.920496,road,1
5453b63455474a33623173c0,1.485698,48.947861,road,1
5453b63455474a33623173c1,2.571951,48.526867,road,1
5453b63455474a33623173c2,2.706206,48.413198,road,1
5453b63455474a33623173c3,2.509511,48.526743,road,1
5453b63455474a33623173c4,2.333839,48.740897,road,1
5453b63455474a33623173c5,2.653403,48.527164,road,1
5453b63455474a33623173c6,1.851494,48.522112,road,1
5453b63455474a33623173c7,2.323387,48.869704,road,1
5453b63455474a33623173c8,2.593726,48.587979,road,1
5453b63455474a33623173c9,2.195642,48.484891,road,1
5453b63455474a33623173ca,2.191459,48.484791,road,1
5453b63455474a33623173cb,2.454382,48.527771,road,1
5453b63455474a33623173cc,2.697644,49.0318,road,1
5453b63455474a33623173cd,1.508209,49.022935,road,1
5453b63455474a33623173ce,2.459819,49.030902,road,1
5453b63455474a33623173cf,3.067172,48.339005,road,1
5453b63455474a33623173d0,2.359873,48.900832,road,1
5453b63455474a33623173d1,3.049064,48.902542,road,1
5453b63455474a33623173d2,2.334347,48.900729,road,1
5453b63455474a33623173d3,2.265551,48.834814,road,1
5453b63455474a33623173d4,1.541124,48.893571,road,1
5453b63455474a33623173d5,2.364684,48.90079,road,1
5453b63455474a33623173d6,2.323832,48.900571,road,1
5453b63455474a33623173d7,1.533027,48.896306,road,1
5453b63455474a33623173d8,2.204953,48.902696,road,1
5453b63455474a33623173d9,1.536026,48.896324,road,1
5453b63455474a33623173da,2.270077,48.903061,road,1
5453b63455474a33623173db,2.201977,48.902713,road,1
5453b63455474a33623173dc,2.256038,48.90307,road,1
5453b63455474a33623173dd,2.565433,48.904574,road,1
5453b63455474a33623173de,2.475134,48.850693,road,1
5453b63455474a33623173df,3.694195,48.807875,road,1
5453b63455474a33623173e0,2.77196,48.857338,road,1
5453b63455474a33623173e1,2.367277,48.92143,road,1
5453b63455474a33623173e2,2.370516,48.850166,road,1
5453b63455474a33623173e3,2.063924,48.800514,road,1
5453b63455474a33623173e4,2.22038,48.920568,road,1
5453b63455474a33623173e5,1.515627,48.913986,road,1
5453b63455474a33623173e6,1.527598,48.848513,road,1
5453b63455474a33623173e7,1.619357,48.796255,road,1
5453b63455474a33623173e8,2.364543,48.802558,road,1
5453b63455474a33623173e9,2.075298,48.800683,road,1
5453b63455474a33623173ea,2.278388,48.921067,road,1
5453b63455474a33623173eb,2.366586,48.647876,road,1
5453b63455474a33623173ec,1.841621,48.644014,road,1
5453b63455474a33623173ed,1.60664,49.054865,road,1
5453b63455474a33623173ee,2.227425,48.866096,road,1
5453b63455474a33623173ef,1.634824,48.893246,road,1
5453b63455474a33623173f0,2.241622,48.866273,road,1
5453b63455474a33623173f1,2.418385,48.867226,road,1
5453b63455474a33623173f2,2.322002,48.866714,road,1
5453b63455474a33623173f3,3.09165,48.868586,road,1
5453b63455474a33623173f4,2.45736,48.867373,road,1
5453b63455474a33623173f5,1.674126,48.983194,road,1
5453b63455474a33623173f6,2.359032,48.906462,road,1
5453b63455474a33623173f7,1.441078,48.727179,road,1
5453b63455474a33623173f8,2.281203,48.906088,road,1
5453b63455474a33623173f9,2.488837,48.907167,road,1
5453b63455474a33623173fa,2.217049,48.905667,road,1
5453b63455474a33623173fb,2.331889,48.906376,road,1
5453b63455474a33623173fc,2.486647,48.70133,road,1
5453b63455474a33623173fd,3.181679,48.908066,road,1
5453b63455474a33623173fe,2.208833,48.9056,road,1
5453b63455474a33623173ff,2.002615,48.922281,road,1
5453b63455474a3362317400,3.279235,48.926098,road,1
5453b63455474a3362317401,2.104107,48.316623,road,1
5453b63455474a3362317402,1.718566,48.312974,road,1
5453b63455474a3362317403,1.581151,48.588945,road,1
5453b63455474a3362317404,1.492503,48.91711,road,1
5453b63455474a3362317405,2.859634,48.926404,road,1
5453b63455474a3362317406,2.000553,48.922394,road,1
5453b63455474a3362317407,2.329705,48.924674,road,1
5453b63455474a3362317408,2.356372,48.930135,road,1
5453b63455474a3362317409,2.30068,48.929792,road,1
5453b63455474a336231740a,2.241048,48.929307,road,1
5453b63455474a336231740b,2.396578,48.930277,road,1
5453b63455474a336231740c,1.998811,48.927456,road,1
5453b63455474a336231740d,2.268013,48.929417,road,1
5453b63455474a336231740e,2.269263,48.715968,road,1
5453b63455474a336231740f,2.436225,48.631918,road,1
5453b63455474a3362317410,2.43904,48.631958,road,1
5453b63455474a3362317411,2.795092,48.633053,road,1
5453b63455474a3362317412,2.530665,48.632305,road,1
5453b63455474a3362317413,2.383472,49.006499,road,1
5453b63455474a3362317414,2.245179,49.0057,road,1
5453b63455474a3362317415,2.602792,49.007411,road,1
5453b63455474a3362317416,2.316519,48.782276,road,1
5453b63455474a3362317417,2.339993,48.782458,road,1
5453b63455474a3362317418,2.397879,49.006644,road,1
5453b63455474a3362317419,1.633781,48.500464,road,1
5453b63455474a336231741a,3.253038,48.508009,road,1
5453b63455474a336231741b,2.558542,49.00723,road,1
5453b63455474a336231741c,2.267048,48.714705,road,1
5453b63455474a336231741d,1.570698,48.581488,road,1
5453b63455474a336231741e,1.728981,48.390659,road,1
5453b63455474a336231741f,2.692209,48.397032,road,1
5453b63455474a3362317420,2.354899,48.880009,metro,3
5453b63455474a3362317421,2.45303,48.588872,road,1
5453b63455474a3362317422,2.244754,48.598852,road,1
5453b63455474a3362317423,2.439442,48.599932,road,1
5453b63455474a3362317424,2.246089,48.598775,road,1
5453b63455474a3362317425,2.233582,48.945488,road,1
5453b63455474a3362317426,1.55229,48.682988,road,1
5453b63455474a3362317427,2.340752,48.935828,road,1
5453b63455474a3362317428,2.346006,48.946307,road,1
5453b63455474a3362317429,3.377131,48.947502,road,1
5453b63455474a336231742a,2.681135,48.947581,road,1
5453b63455474a336231742b,2.08468,48.922199,road,1
5453b63455474a336231742c,2.470762,48.882798,road,1
5453b63455474a336231742d,1.73978,49.004879,road,1
5453b63455474a336231742e,3.333103,48.617422,road,1
5453b63455474a336231742f,2.325164,48.870064,metro,3
5453b63455474a3362317430,1.922144,49.006587,road,1
5453b63455474a3362317431,2.197288,48.887707,road,1
5453b63455474a3362317432,2.545725,49.010518,road,1
5453b63455474a3362317434,1.682395,48.610522,road,1
5453b63455474a3362317435,2.270197,48.914767,road,1
5453b63455474a3362317436,2.33782,48.915137,road,1
5453b63455474a3362317437,2.371118,48.915402,road,1
5453b63455474a3362317438,2.739649,48.376561,road,1
5453b63455474a3362317439,3.604893,48.915485,road,1
5453b63455474a336231743a,3.233323,48.36816,road,1
5453b63455474a336231743b,2.508049,48.367544,road,1
5453b63455474a336231743c,3.148172,48.368351,road,1
5453b63455474a336231743d,1.869079,48.371559,road,1
5453b63455474a336231743e,2.374049,48.915269,road,1
5453b63455474a336231743f,2.350718,48.915136,road,1
5453b63455474a3362317440,2.797826,48.37689,road,1
5453b63455474a3362317441,2.318202,48.942802,road,1
5453b63455474a3362317442,2.356068,48.936181,road,1
5453b63455474a3362317443,2.432298,48.943383,road,1
5453b63455474a3362317444,2.871204,49.209764,road,1
5453b63455474a3362317445,2.256454,48.942493,road,1
5453b63455474a3362317446,2.496258,48.943763,road,1
5453b63455474a3362317447,2.042109,48.934164,road,1
5453b63455474a3362317448,2.34689,48.93623,road,1
5453b63455474a3362317449,2.696839,48.402469,road,1
5453b63455474a336231744a,2.798862,48.402654,road,1
5453b63455474a336231744b,1.712496,48.396051,road,1
5453b63455474a336231744c,3.217539,48.402823,road,1
5453b63455474a336231744d,2.617373,48.937008,road,1
5453b63455474a336231744e,2.264686,48.935606,road,1
5453b63455474a336231744f,3.647113,48.777838,road,1
5453b63455474a3362317450,3.4095,48.300797,road,1
5453b63455474a3362317451,2.223248,48.777164,road,1
5453b63455474a3362317453,2.221414,48.777103,road,1
5453b63455474a3362317454,2.23015,48.777128,road,1
5453b63455474a3362317455,3.303118,48.77921,road,1
5453b63455474a3362317456,2.23048,48.817667,road,1
5453b63455474a3362317457,2.249162,48.817808,road,1
5453b63455474a3362317458,2.96293,49.239651,road,1
5453b63455474a3362317459,1.726463,49.088699,road,1
5453b63455474a336231745a,1.561703,48.811424,road,1
5453b63455474a336231745b,2.410469,48.818537,road,1
5453b63455474a336231745c,2.322289,48.818065,road,1
5453b63455474a336231745d,3.556787,49.240498,road,1
5453b63455474a336231745e,2.947998,48.621187,road,1
5453b63455474a336231745f,2.463679,49.238649,road,1
5453b63455474a3362317460,3.529515,49.084028,road,1
5453b63455474a3362317461,3.614351,48.612053,road,1
5453b63455474a3362317462,2.004263,49.08098,road,1
5453b63455474a3362317463,1.823178,48.266198,road,1
5453b63455474a3362317464,3.653557,48.270157,road,1
5453b63455474a3362317465,3.468918,48.529771,road,1
5453b63455474a3362317466,2.314946,49.159057,road,1
5453b63455474a3362317468,2.401199,48.763151,road,1
5453b63455474a3362317469,2.282734,48.762493,road,1
5453b63455474a336231746a,2.339852,48.762805,road,1
5453b63455474a336231746b,2.305306,48.762586,road,1
5453b63455474a336231746c,2.313897,48.762636,road,1
5453b63455474a336231746e,3.102489,49.111872,road,1
5453b63455474a336231746f,2.074559,48.989185,train,2
5453b63455474a3362317470,2.299784,48.40921,road,1
5453b63455474a3362317471,3.42111,48.410628,road,1
5453b63455474a3362317472,2.860745,48.708586,road,1
5453b63455474a3362317473,3.555028,48.63262,road,1
5453b63455474a3362317474,2.01089,48.532172,road,1
5453b63455474a3362317475,2.373259,48.748364,train,2
5453b63455474a3362317476,2.504846,48.984904,road,1
5453b63455474a3362317477,2.696275,48.265041,road,1
5453b63455474a3362317478,1.65322,48.978388,road,1
5453b63455474a3362317479,2.699625,48.264752,road,1
5453b63455474a336231747a,2.266128,48.522098,road,1
5453b63455474a336231747b,3.466064,48.865268,road,1
5453b63455474a336231747c,1.693518,48.978757,road,1
5453b63455474a336231747d,2.910502,48.94772,road,1
5453b63455474a336231747e,2.3867,48.84727,metro,3
5453b63455474a336231747f,2.692825,48.262328,road,1
5453b63455474a3362317480,2.772225,48.887695,road,1
5453b63455474a3362317481,2.04678,49.056232,road,1
5453b63455474a3362317482,2.210018,49.057606,road,1
5453b63455474a3362317483,2.350552,49.058447,road,1
5453b63455474a3362317484,3.70235,48.534073,road,1
5453b63455474a3362317485,2.010683,49.056215,road,1
5453b63455474a3362317486,2.390392,48.829431,road,1
5453b63455474a3362317487,2.760083,48.830847,road,1
5453b63455474a3362317488,1.628503,48.528182,road,1
5453b63455474a3362317489,2.493104,48.82987,road,1
5453b63455474a336231748a,2.558748,48.830126,road,1
5453b63455474a336231748b,2.620114,48.936909,road,1
5453b63455474a336231748c,2.04457,49.048266,road,1
5453b63455474a336231748e,1.45067,48.537555,road,1
5453b63455474a336231748f,2.704781,48.881378,road,1
5453b63455474a3362317490,2.291201,48.879657,road,1
5453b63455474a3362317491,2.774354,48.88157,road,1
5453b63455474a3362317492,1.557885,48.873101,road,1
5453b63455474a3362317493,2.282188,48.879523,road,1
5453b63455474a3362317494,2.367033,48.880024,road,1
5453b63455474a3362317495,2.475104,48.88056,road,1
5453b63455474a3362317496,2.480102,48.741133,road,1
5453b63455474a3362317497,2.347201,48.770297,road,1
